"germplasmName","FullSampleName","GID"
"NR17F83C2aP020","NR.NG.C2a.Cass.CET.0006_H10...NR17F83C2aP020","NR.NG.C2a.Cass.CET.0006_H10...NR17F83C2aP020"
"NR17F83C2aP021","NR.NG.C2a.Cass.CET.0012_A03...NR17F83C2aP021","NR.NG.C2a.Cass.CET.0012_A03...NR17F83C2aP021"
"NR17F83C2aP022","NR.NG.C2a.Cass.CET.0010_D09...NR17F83C2aP022","NR.NG.C2a.Cass.CET.0010_D09...NR17F83C2aP022"
"NR17F84C2aP001","NR.NG.C2a.Cass.CET.0006_A11...NR17F84C2aP001","NR.NG.C2a.Cass.CET.0006_A11...NR17F84C2aP001"
"NR17F84C2aP002","NR.NG.C2a.Cass.CET.0006_D11...NR17F84C2aP002","NR.NG.C2a.Cass.CET.0006_D11...NR17F84C2aP002"
"NR17F84C2aP003","NR.NG.C2a.Cass.CET.0006_B11...NR17F84C2aP003","NR.NG.C2a.Cass.CET.0006_B11...NR17F84C2aP003"
"NR17F84C2aP004","NR.NG.C2a.Cass.CET.0006_G09...NR17F84C2aP004","NR.NG.C2a.Cass.CET.0006_G09...NR17F84C2aP004"
"NR17F85C2aP001","NR.NG.C2a.Cass.CET.0012_D01...NR17F85C2aP001","NR.NG.C2a.Cass.CET.0012_D01...NR17F85C2aP001"
"NR17F85C2aP002","NR.NG.C2a.Cass.CET.0007_A08...NR17F85C2aP002","NR.NG.C2a.Cass.CET.0007_A08...NR17F85C2aP002"
"NR17F85C2aP003","NR.NG.C2a.Cass.CET.0007_C05...NR17F85C2aP003","NR.NG.C2a.Cass.CET.0007_C05...NR17F85C2aP003"
"NR17F86C2aP001","NR.NG.C2a.Cass.CET.0010_F10...NR17F86C2aP001","NR.NG.C2a.Cass.CET.0010_F10...NR17F86C2aP001"
"NR17F87C2aP001","NR.NG.C2a.Cass.CET.0007_B07...NR17F87C2aP001","NR.NG.C2a.Cass.CET.0007_B07...NR17F87C2aP001"
"NR17F87C2aP002","NR.NG.C2a.Cass.CET.0010_C10...NR17F87C2aP002","NR.NG.C2a.Cass.CET.0010_C10...NR17F87C2aP002"
"NR17F87C2aP003","NR.NG.C2a.Cass.CET.0010_E12...NR17F87C2aP003","NR.NG.C2a.Cass.CET.0010_E12...NR17F87C2aP003"
"NR17F87C2aP004","NR.NG.C2a.Cass.CET.0010_C11...NR17F87C2aP004","NR.NG.C2a.Cass.CET.0010_C11...NR17F87C2aP004"
"NR17F87C2aP005","NR.NG.C2a.Cass.CET.0010_B10...NR17F87C2aP005","NR.NG.C2a.Cass.CET.0010_B10...NR17F87C2aP005"
"NR17F87C2aP006",NA,"NR17F87C2aP006"
"NR17F87C2aP007","NR.NG.C2a.Cass.CET.0011_D01...NR17F87C2aP007","NR.NG.C2a.Cass.CET.0011_D01...NR17F87C2aP007"
"NR17F87C2aP008","NR.NG.C2a.Cass.CET.0011_A01...NR17F87C2aP008","NR.NG.C2a.Cass.CET.0011_A01...NR17F87C2aP008"
"NR17F87C2aP009","NR17F87C2aP009","NR17F87C2aP009"
"NR17F87C2aP010","NR.NG.C2a.Cass.CET.0007_C07...NR17F87C2aP010","NR.NG.C2a.Cass.CET.0007_C07...NR17F87C2aP010"
"NR17F87C2aP011","NR.NG.C2a.Cass.CET.0009_D12...NR17F87C2aP011","NR.NG.C2a.Cass.CET.0009_D12...NR17F87C2aP011"
"NR17F87C2aP012","NR.NG.C2a.Cass.CET.0010_A10...NR17F87C2aP012","NR.NG.C2a.Cass.CET.0010_A10...NR17F87C2aP012"
"NR17F89C2aP001","NR.NG.C2a.Cass.CET.0008_E07...NR17F89C2aP001","NR.NG.C2a.Cass.CET.0008_E07...NR17F89C2aP001"
"NR17F89C2aP002","NR.NG.C2a.Cass.CET.0008_C09...NR17F89C2aP002","NR.NG.C2a.Cass.CET.0008_C09...NR17F89C2aP002"
"NR17F89C2aP003","NR.NG.C2a.Cass.CET.0008_C04...NR17F89C2aP003","NR.NG.C2a.Cass.CET.0008_C04...NR17F89C2aP003"
"NR17F89C2aP004","NR.NG.C2a.Cass.CET.0008_D07...NR17F89C2aP004","NR.NG.C2a.Cass.CET.0008_D07...NR17F89C2aP004"
"NR17F89C2aP005","NR.NG.C2a.Cass.CET.0008_F03...NR17F89C2aP005","NR.NG.C2a.Cass.CET.0008_F03...NR17F89C2aP005"
"NR17F89C2aP006","NR.NG.C2a.Cass.CET.0008_G08...NR17F89C2aP006","NR.NG.C2a.Cass.CET.0008_G08...NR17F89C2aP006"
"NR17F89C2aP007","NR.NG.C2a.Cass.CET.0008_C03...NR17F89C2aP007","NR.NG.C2a.Cass.CET.0008_C03...NR17F89C2aP007"
"NR17F89C2aP008","NR.NG.C2a.Cass.CET.0008_E06...NR17F89C2aP008","NR.NG.C2a.Cass.CET.0008_E06...NR17F89C2aP008"
"NR17F89C2aP009","NR.NG.C2a.Cass.CET.0008_D03...NR17F89C2aP009","NR.NG.C2a.Cass.CET.0008_D03...NR17F89C2aP009"
"NR17F89C2aP010","NR.NG.C2a.Cass.CET.0008_D04...NR17F89C2aP010","NR.NG.C2a.Cass.CET.0008_D04...NR17F89C2aP010"
"NR17F89C2aP011","NR.NG.C2a.Cass.CET.0008_H08...NR17F89C2aP011","NR.NG.C2a.Cass.CET.0008_H08...NR17F89C2aP011"
"NR17F89C2aP012","NR.NG.C2a.Cass.CET.0008_D06...NR17F89C2aP012","NR.NG.C2a.Cass.CET.0008_D06...NR17F89C2aP012"
"NR17F89C2aP013","NR.NG.C2a.Cass.CET.0008_F08...NR17F89C2aP013","NR.NG.C2a.Cass.CET.0008_F08...NR17F89C2aP013"
"NR17F89C2aP014","NR.NG.C2a.Cass.CET.0008_E03...NR17F89C2aP014","NR.NG.C2a.Cass.CET.0008_E03...NR17F89C2aP014"
"NR17F89C2aP015","NR.NG.C2a.Cass.CET.0008_H06...NR17F89C2aP015","NR.NG.C2a.Cass.CET.0008_H06...NR17F89C2aP015"
"NR17F89C2aP016","NR.NG.C2a.Cass.CET.0008_E08...NR17F89C2aP016","NR.NG.C2a.Cass.CET.0008_E08...NR17F89C2aP016"
"NR17F89C2aP017","NR.NG.C2a.Cass.CET.0008_B06...NR17F89C2aP017","NR.NG.C2a.Cass.CET.0008_B06...NR17F89C2aP017"
"NR17F89C2aP018","NR.NG.C2a.Cass.CET.0008_A09...NR17F89C2aP018","NR.NG.C2a.Cass.CET.0008_A09...NR17F89C2aP018"
"NR17F89C2aP019","NR.NG.C2a.Cass.CET.0008_H02...NR17F89C2aP019","NR.NG.C2a.Cass.CET.0008_H02...NR17F89C2aP019"
"NR17F89C2aP020","NR.NG.C2a.Cass.CET.0012_G01...NR17F89C2aP020","NR.NG.C2a.Cass.CET.0012_G01...NR17F89C2aP020"
"NR17F89C2aP021","NR.NG.C2a.Cass.CET.0008_A07...NR17F89C2aP021","NR.NG.C2a.Cass.CET.0008_A07...NR17F89C2aP021"
"NR17F89C2aP022","NR.NG.C2a.Cass.CET.0012_H01...NR17F89C2aP022","NR.NG.C2a.Cass.CET.0012_H01...NR17F89C2aP022"
"NR17F89C2aP023","NR.NG.C2a.Cass.CET.0012_F01...NR17F89C2aP023","NR.NG.C2a.Cass.CET.0012_F01...NR17F89C2aP023"
"NR17F89C2aP024","NR.NG.C2a.Cass.CET.0012_A02...NR17F89C2aP024","NR.NG.C2a.Cass.CET.0012_A02...NR17F89C2aP024"
"NR17F89C2aP025","NR.NG.C2a.Cass.CET.0012_F03...NR17F89C2aP025","NR.NG.C2a.Cass.CET.0012_F03...NR17F89C2aP025"
"NR17F89C2aP026","NR.NG.C2a.Cass.CET.0012_B02...NR17F89C2aP026","NR.NG.C2a.Cass.CET.0012_B02...NR17F89C2aP026"
"NR17F89C2aP027","NR.NG.C2a.Cass.CET.0007_F06...NR17F89C2aP027","NR.NG.C2a.Cass.CET.0007_F06...NR17F89C2aP027"
"NR17F89C2aP028","NR.NG.C2a.Cass.CET.0007_G03...NR17F89C2aP028","NR.NG.C2a.Cass.CET.0007_G03...NR17F89C2aP028"
"NR17F89C2aP029","NR.NG.C2a.Cass.CET.0007_D05...NR17F89C2aP029","NR.NG.C2a.Cass.CET.0007_D05...NR17F89C2aP029"
"NR17F89C2aP030","NR.NG.C2a.Cass.CET.0006_F02...NR17F89C2aP030","NR.NG.C2a.Cass.CET.0006_F02...NR17F89C2aP030"
"NR17F89C2aP031","NR.NG.C2a.Cass.CET.0010_G11...NR17F89C2aP031","NR.NG.C2a.Cass.CET.0010_G11...NR17F89C2aP031"
"NR17F89C2aP032","NR.NG.C2a.Cass.CET.0006_B09...NR17F89C2aP032","NR.NG.C2a.Cass.CET.0006_B09...NR17F89C2aP032"
"NR17F89C2aP033","NR.NG.C2a.Cass.CET.0006_G02...NR17F89C2aP033","NR.NG.C2a.Cass.CET.0006_G02...NR17F89C2aP033"
"NR17F89C2aP034","NR.NG.C2a.Cass.CET.0008_F04...NR17F89C2aP034","NR.NG.C2a.Cass.CET.0008_F04...NR17F89C2aP034"
"NR17F89C2aP035","NR.NG.C2a.Cass.CET.0006_E02...NR17F89C2aP035","NR.NG.C2a.Cass.CET.0006_E02...NR17F89C2aP035"
"NR17F89C2aP036","NR.NG.C2a.Cass.CET.0006_B07...NR17F89C2aP036","NR.NG.C2a.Cass.CET.0006_B07...NR17F89C2aP036"
"NR17F89C2aP037","NR.NG.C2a.Cass.CET.0003_E04...NR17F89C2aP037","NR.NG.C2a.Cass.CET.0003_E04...NR17F89C2aP037"
"NR17F89C2aP038","NR.NG.C2a.Cass.CET.0006_E07...NR17F89C2aP038","NR.NG.C2a.Cass.CET.0006_E07...NR17F89C2aP038"
"NR17F89C2aP039","NR.NG.C2a.Cass.CET.0011_G04...NR17F89C2aP039","NR.NG.C2a.Cass.CET.0011_G04...NR17F89C2aP039"
"NR17F89C2aP040","NR.NG.C2a.Cass.CET.0011_A06...NR17F89C2aP040","NR.NG.C2a.Cass.CET.0011_A06...NR17F89C2aP040"
"NR17F89C2aP041","NR.NG.C2a.Cass.CET.0006_H06...NR17F89C2aP041","NR.NG.C2a.Cass.CET.0006_H06...NR17F89C2aP041"
"NR17F89C2aP042","NR.NG.C2a.Cass.CET.0011_D02...NR17F89C2aP042","NR.NG.C2a.Cass.CET.0011_D02...NR17F89C2aP042"
"NR17F89C2aP043","NR.NG.C2a.Cass.CET.0008_E04...NR17F89C2aP043","NR.NG.C2a.Cass.CET.0008_E04...NR17F89C2aP043"
"NR17F89C2aP044",NA,"NR17F89C2aP044"
"NR17F89C2aP045","NR.NG.C2a.Cass.CET.0008_G07...NR17F89C2aP045","NR.NG.C2a.Cass.CET.0008_G07...NR17F89C2aP045"
"NR17F89C2aP046","NR.NG.C2a.Cass.CET.0008_A04...NR17F89C2aP046","NR.NG.C2a.Cass.CET.0008_A04...NR17F89C2aP046"
"NR17F89C2aP047","NR.NG.C2a.Cass.CET.0008_A05...NR17F89C2aP047","NR.NG.C2a.Cass.CET.0008_A05...NR17F89C2aP047"
"NR17F89C2aP048","NR.NG.C2a.Cass.CET.0008_B03...NR17F89C2aP048","NR.NG.C2a.Cass.CET.0008_B03...NR17F89C2aP048"
"NR17F89C2aP049","NR.NG.C2a.Cass.CET.0008_B05...NR17F89C2aP049","NR.NG.C2a.Cass.CET.0008_B05...NR17F89C2aP049"
"NR17F89C2aP050","NR.NG.C2a.Cass.CET.0009_F05...NR17F89C2aP050","NR.NG.C2a.Cass.CET.0009_F05...NR17F89C2aP050"
"NR17F89C2aP051","NR.NG.C2a.Cass.CET.0007_E07...NR17F89C2aP051","NR.NG.C2a.Cass.CET.0007_E07...NR17F89C2aP051"
"NR17F89C2aP052","NR.NG.C2a.Cass.CET.0009_D06...NR17F89C2aP052","NR.NG.C2a.Cass.CET.0009_D06...NR17F89C2aP052"
"NR17F89C2aP053","NR.NG.C2a.Cass.CET.0009_H04...NR17F89C2aP053","NR.NG.C2a.Cass.CET.0009_H04...NR17F89C2aP053"
"NR17F89C2aP054","NR.NG.C2a.Cass.CET.0009_G04...NR17F89C2aP054","NR.NG.C2a.Cass.CET.0009_G04...NR17F89C2aP054"
"NR17F89C2aP055","NR.NG.C2a.Cass.CET.0008_F07...NR17F89C2aP055","NR.NG.C2a.Cass.CET.0008_F07...NR17F89C2aP055"
"NR17F89C2aP056","NR.NG.C2a.Cass.CET.0008_D08...NR17F89C2aP056","NR.NG.C2a.Cass.CET.0008_D08...NR17F89C2aP056"
"NR17F89C2aP057",NA,"NR17F89C2aP057"
"NR17F89C2aP058","NR.NG.C2a.Cass.CET.0010_F05...NR17F89C2aP058","NR.NG.C2a.Cass.CET.0010_F05...NR17F89C2aP058"
"NR17F89C2aP059","NR.NG.C2a.Cass.CET.0008_D05...NR17F89C2aP059","NR.NG.C2a.Cass.CET.0008_D05...NR17F89C2aP059"
"NR17F89C2aP060","NR.NG.C2a.Cass.CET.0008_C06...NR17F89C2aP060","NR.NG.C2a.Cass.CET.0008_C06...NR17F89C2aP060"
"NR17F89C2aP061","NR.NG.C2a.Cass.CET.0008_B04...NR17F89C2aP061","NR.NG.C2a.Cass.CET.0008_B04...NR17F89C2aP061"
"NR17F89C2aP062","NR.NG.C2a.Cass.CET.0008_C05...NR17F89C2aP062","NR.NG.C2a.Cass.CET.0008_C05...NR17F89C2aP062"
"NR17F89C2aP063","NR.NG.C2a.Cass.CET.0008_B07...NR17F89C2aP063","NR.NG.C2a.Cass.CET.0008_B07...NR17F89C2aP063"
"NR17F89C2aP064","NR.NG.C2a.Cass.CET.0011_G07...NR17F89C2aP064","NR.NG.C2a.Cass.CET.0011_G07...NR17F89C2aP064"
"NR17F89C2aP065","NR.NG.C2a.Cass.CET.0010_D07...NR17F89C2aP065","NR.NG.C2a.Cass.CET.0010_D07...NR17F89C2aP065"
"NR17F89C2aP066","NR.NG.C2a.Cass.CET.0011_D04...NR17F89C2aP066","NR.NG.C2a.Cass.CET.0011_D04...NR17F89C2aP066"
"NR17F89C2aP067","NR.NG.C2a.Cass.CET.0006_A12...NR17F89C2aP067","NR.NG.C2a.Cass.CET.0006_A12...NR17F89C2aP067"
"NR17F89C2aP069","NR.NG.C2a.Cass.CET.0011_C02...NR17F89C2aP069","NR.NG.C2a.Cass.CET.0011_C02...NR17F89C2aP069"
"NR17F89C2aP070","NR.NG.C2a.Cass.CET.0011_E02...NR17F89C2aP070","NR.NG.C2a.Cass.CET.0011_E02...NR17F89C2aP070"
"NR17F89C2aP071","NR.NG.C2a.Cass.CET.0011_B07...NR17F89C2aP071","NR.NG.C2a.Cass.CET.0011_B07...NR17F89C2aP071"
"NR17F89C2aP073","NR.NG.C2a.Cass.CET.0011_H02...NR17F89C2aP073","NR.NG.C2a.Cass.CET.0011_H02...NR17F89C2aP073"
"NR17F89C2aP074","NR.NG.C2a.Cass.CET.0011_F05...NR17F89C2aP074","NR.NG.C2a.Cass.CET.0011_F05...NR17F89C2aP074"
"NR17F89C2aP075","NR.NG.C2a.Cass.CET.0011_H05...NR17F89C2aP075","NR.NG.C2a.Cass.CET.0011_H05...NR17F89C2aP075"
"NR17F89C2aP076","NR.NG.C2a.Cass.CET.0011_C03...NR17F89C2aP076","NR.NG.C2a.Cass.CET.0011_C03...NR17F89C2aP076"
"NR17F89C2aP077","NR.NG.C2a.Cass.CET.0010_B07...NR17F89C2aP077","NR.NG.C2a.Cass.CET.0010_B07...NR17F89C2aP077"
"NR17F89C2aP078","NR.NG.C2a.Cass.CET.0011_F02...NR17F89C2aP078","NR.NG.C2a.Cass.CET.0011_F02...NR17F89C2aP078"
"NR17F89C2aP079",NA,"NR17F89C2aP079"
"NR17F89C2aP080","NR.NG.C2a.Cass.CET.0010_F07...NR17F89C2aP080","NR.NG.C2a.Cass.CET.0010_F07...NR17F89C2aP080"
"NR17F89C2aP081","NR.NG.C2a.Cass.CET.0011_H01...NR17F89C2aP081","NR.NG.C2a.Cass.CET.0011_H01...NR17F89C2aP081"
"NR17F89C2aP082","NR.NG.C2a.Cass.CET.0010_G08...NR17F89C2aP082","NR.NG.C2a.Cass.CET.0010_G08...NR17F89C2aP082"
"NR17F89C2aP083","NR.NG.C2a.Cass.CET.0007_A04...NR17F89C2aP083","NR.NG.C2a.Cass.CET.0007_A04...NR17F89C2aP083"
"NR17F89C2aP084","NR.NG.C2a.Cass.CET.0006_A09...NR17F89C2aP084","NR.NG.C2a.Cass.CET.0006_A09...NR17F89C2aP084"
"NR17F89C2aP085","NR.NG.C2a.Cass.CET.0006_F10...NR17F89C2aP085","NR.NG.C2a.Cass.CET.0006_F10...NR17F89C2aP085"
"NR17F89C2aP086","NR.NG.C2a.Cass.CET.0006_D10...NR17F89C2aP086","NR.NG.C2a.Cass.CET.0006_D10...NR17F89C2aP086"
"NR17F89C2aP087","NR.NG.C2a.Cass.CET.0006_H07...NR17F89C2aP087","NR.NG.C2a.Cass.CET.0006_H07...NR17F89C2aP087"
"NR17F89C2aP088","NR.NG.C2a.Cass.CET.0006_H08...NR17F89C2aP088","NR.NG.C2a.Cass.CET.0006_H08...NR17F89C2aP088"
"NR17F89C2aP089",NA,"NR17F89C2aP089"
"NR17F89C2aP090","NR.NG.C2a.Cass.CET.0006_D07...NR17F89C2aP090","NR.NG.C2a.Cass.CET.0006_D07...NR17F89C2aP090"
"NR17F89C2aP091","NR.NG.C2a.Cass.CET.0010_A08...NR17F89C2aP091","NR.NG.C2a.Cass.CET.0010_A08...NR17F89C2aP091"
"NR17F89C2aP092","NR.NG.C2a.Cass.CET.0010_C07...NR17F89C2aP092","NR.NG.C2a.Cass.CET.0010_C07...NR17F89C2aP092"
"NR17F89C2aP093",NA,"NR17F89C2aP093"
"NR17F89C2aP094","NR17F89C2aP094","NR17F89C2aP094"
"NR17F89C2aP095","NR17F89C2aP095","NR17F89C2aP095"
"NR17F89C2aP096","NR.NG.C2a.Cass.CET.0011_D07...NR17F89C2aP096","NR.NG.C2a.Cass.CET.0011_D07...NR17F89C2aP096"
"NR17F89C2aP097","NR.NG.C2a.Cass.CET.0011_F07...NR17F89C2aP097","NR.NG.C2a.Cass.CET.0011_F07...NR17F89C2aP097"
"NR17F89C2aP098","NR.NG.C2a.Cass.CET.0011_E03...NR17F89C2aP098","NR.NG.C2a.Cass.CET.0011_E03...NR17F89C2aP098"
"NR17F89C2aP099","NR.NG.C2a.Cass.CET.0011_H03...NR17F89C2aP099","NR.NG.C2a.Cass.CET.0011_H03...NR17F89C2aP099"
"NR17F89C2aP100","NR.NG.C2a.Cass.CET.0010_A07...NR17F89C2aP100","NR.NG.C2a.Cass.CET.0010_A07...NR17F89C2aP100"
"NR17F89C2aP101","NR.NG.C2a.Cass.CET.0011_C04...NR17F89C2aP101","NR.NG.C2a.Cass.CET.0011_C04...NR17F89C2aP101"
"NR17F89C2aP102","NR.NG.C2a.Cass.CET.0003_B08...NR17F89C2aP102","NR.NG.C2a.Cass.CET.0003_B08...NR17F89C2aP102"
"NR17F89C2aP103","NR.NG.C2a.Cass.CET.0011_E04...NR17F89C2aP103","NR.NG.C2a.Cass.CET.0011_E04...NR17F89C2aP103"
"NR17F89C2aP104",NA,"NR17F89C2aP104"
"NR17F89C2aP105","NR.NG.C2a.Cass.CET.0004_E03...NR17F89C2aP105","NR.NG.C2a.Cass.CET.0004_E03...NR17F89C2aP105"
"NR17F89C2aP106","NR.NG.C2a.Cass.CET.0007_B05...NR17F89C2aP106","NR.NG.C2a.Cass.CET.0007_B05...NR17F89C2aP106"
"NR17F89C2aP107","NR.NG.C2a.Cass.CET.0010_G06...NR17F89C2aP107","NR.NG.C2a.Cass.CET.0010_G06...NR17F89C2aP107"
"NR17F89C2aP108","NR.NG.C2a.Cass.CET.0011_F03...NR17F89C2aP108","NR.NG.C2a.Cass.CET.0011_F03...NR17F89C2aP108"
"NR17F89C2aP109","NR.NG.C2a.Cass.CET.0006_C06...NR17F89C2aP109","NR.NG.C2a.Cass.CET.0006_C06...NR17F89C2aP109"
"NR17F8C2aP001","NR.NG.C2a.Cass.CET.0004_D02...NR17F8C2aP001","NR.NG.C2a.Cass.CET.0004_D02...NR17F8C2aP001"
"NR17F8C2aP002","NR.NG.C2a.Cass.CET.0004_G01...NR17F8C2aP002","NR.NG.C2a.Cass.CET.0004_G01...NR17F8C2aP002"
"NR17F8C2aP003","NR.NG.C2a.Cass.CET.0004_A03...NR17F8C2aP003","NR.NG.C2a.Cass.CET.0004_A03...NR17F8C2aP003"
"NR17F8C2aP004","NR.NG.C2a.Cass.CET.0004_E02...NR17F8C2aP004","NR.NG.C2a.Cass.CET.0004_E02...NR17F8C2aP004"
"NR17F8C2aP005","NR.NG.C2a.Cass.CET.0004_F02...NR17F8C2aP005","NR.NG.C2a.Cass.CET.0004_F02...NR17F8C2aP005"
"NR17F90C2aP001","NR.NG.C2a.Cass.CET.0006_H03...NR17F90C2aP001","NR.NG.C2a.Cass.CET.0006_H03...NR17F90C2aP001"
"NR17F90C2aP003","NR.NG.C2a.Cass.CET.0006_E06...NR17F90C2aP003","NR.NG.C2a.Cass.CET.0006_E06...NR17F90C2aP003"
"NR17F90C2aP005","NR.NG.C2a.Cass.CET.0005_E07...NR17F90C2aP005","NR.NG.C2a.Cass.CET.0005_E07...NR17F90C2aP005"
"NR17F90C2aP006",NA,"NR17F90C2aP006"
"NR17F90C2aP007","NR.NG.C2a.Cass.CET.0005_D07...NR17F90C2aP007","NR.NG.C2a.Cass.CET.0005_D07...NR17F90C2aP007"
"NR17F90C2aP008","NR.NG.C2a.Cass.CET.0006_F03...NR17F90C2aP008","NR.NG.C2a.Cass.CET.0006_F03...NR17F90C2aP008"
"NR17F90C2aP009","NR.NG.C2a.Cass.CET.0006_G06...NR17F90C2aP009","NR.NG.C2a.Cass.CET.0006_G06...NR17F90C2aP009"
"NR17F91C2aP001","NR.NG.C2a.Cass.CET.0005_G07...NR17F91C2aP001","NR.NG.C2a.Cass.CET.0005_G07...NR17F91C2aP001"
"NR17F91C2aP002","NR.NG.C2a.Cass.CET.0006_D06...NR17F91C2aP002","NR.NG.C2a.Cass.CET.0006_D06...NR17F91C2aP002"
"NR17F91C2aP003","NR.NG.C2a.Cass.CET.0006_G05...NR17F91C2aP003","NR.NG.C2a.Cass.CET.0006_G05...NR17F91C2aP003"
"NR17F91C2aP004","NR.NG.C2a.Cass.CET.0005_B08...NR17F91C2aP004","NR.NG.C2a.Cass.CET.0005_B08...NR17F91C2aP004"
"NR17F91C2aP005",NA,"NR17F91C2aP005"
"NR17F91C2aP006","NR.NG.C2a.Cass.CET.0011_B04...NR17F91C2aP006","NR.NG.C2a.Cass.CET.0011_B04...NR17F91C2aP006"
"NR17F91C2aP007","NR.NG.C2a.Cass.CET.0011_G02...NR17F91C2aP007","NR.NG.C2a.Cass.CET.0011_G02...NR17F91C2aP007"
"NR17F91C2aP008","NR.NG.C2a.Cass.CET.0011_F06...NR17F91C2aP008","NR.NG.C2a.Cass.CET.0011_F06...NR17F91C2aP008"
"NR17F91C2aP009","NR.NG.C2a.Cass.CET.0005_F07...NR17F91C2aP009","NR.NG.C2a.Cass.CET.0005_F07...NR17F91C2aP009"
"NR17F91C2aP010","NR.NG.C2a.Cass.CET.0006_B06...NR17F91C2aP010","NR.NG.C2a.Cass.CET.0006_B06...NR17F91C2aP010"
"NR17F91C2aP011","NR.NG.C2a.Cass.CET.0005_A08...NR17F91C2aP011","NR.NG.C2a.Cass.CET.0005_A08...NR17F91C2aP011"
"NR17F91C2aP012","NR.NG.C2a.Cass.CET.0005_H07...NR17F91C2aP012","NR.NG.C2a.Cass.CET.0005_H07...NR17F91C2aP012"
"NR17F91C2aP013","NR.NG.C2a.Cass.CET.0006_C07...NR17F91C2aP013","NR.NG.C2a.Cass.CET.0006_C07...NR17F91C2aP013"
"NR17F91C2aP014","NR.NG.C2a.Cass.CET.0006_F06...NR17F91C2aP014","NR.NG.C2a.Cass.CET.0006_F06...NR17F91C2aP014"
"NR17F91C2aP015","NR.NG.C2a.Cass.CET.0006_A07...NR17F91C2aP015","NR.NG.C2a.Cass.CET.0006_A07...NR17F91C2aP015"
"NR17F91C2aP016","NR.NG.C2a.Cass.CET.0006_E10...NR17F91C2aP016","NR.NG.C2a.Cass.CET.0006_E10...NR17F91C2aP016"
"NR17F91C2aP017","NR.NG.C2a.Cass.CET.0010_F06...NR17F91C2aP017","NR.NG.C2a.Cass.CET.0010_F06...NR17F91C2aP017"
"NR17F92C2aP001","NR.NG.C2a.Cass.CET.0011_F04...NR17F92C2aP001","NR.NG.C2a.Cass.CET.0011_F04...NR17F92C2aP001"
"NR17F92C2aP002","NR.NG.C2a.Cass.CET.0011_B06...NR17F92C2aP002","NR.NG.C2a.Cass.CET.0011_B06...NR17F92C2aP002"
"NR17F92C2aP003","NR.NG.C2a.Cass.CET.0011_B09...NR17F92C2aP003","NR.NG.C2a.Cass.CET.0011_B09...NR17F92C2aP003"
"NR17F92C2aP004","NR.NG.C2a.Cass.CET.0011_A07...NR17F92C2aP004","NR.NG.C2a.Cass.CET.0011_A07...NR17F92C2aP004"
"NR17F92C2aP005","NR.NG.C2a.Cass.CET.0011_A03...NR17F92C2aP005","NR.NG.C2a.Cass.CET.0011_A03...NR17F92C2aP005"
"NR17F92C2aP006",NA,"NR17F92C2aP006"
"NR17F93C2aP001","NR.NG.C2a.Cass.CET.0010_H06...NR17F93C2aP001","NR.NG.C2a.Cass.CET.0010_H06...NR17F93C2aP001"
"NR17F93C2aP002","NR.NG.C2a.Cass.CET.0010_C08...NR17F93C2aP002","NR.NG.C2a.Cass.CET.0010_C08...NR17F93C2aP002"
"NR17F93C2aP003","NR.NG.C2a.Cass.CET.0010_F08...NR17F93C2aP003","NR.NG.C2a.Cass.CET.0010_F08...NR17F93C2aP003"
"NR17F93C2aP004","NR.NG.C2a.Cass.CET.0011_A04...NR17F93C2aP004","NR.NG.C2a.Cass.CET.0011_A04...NR17F93C2aP004"
"NR17F93C2aP005","NR.NG.C2a.Cass.CET.0006_F05...NR17F93C2aP005","NR.NG.C2a.Cass.CET.0006_F05...NR17F93C2aP005"
"NR17F93C2aP006","NR.NG.C2a.Cass.CET.0006_G03...NR17F93C2aP006","NR.NG.C2a.Cass.CET.0006_G03...NR17F93C2aP006"
"NR17F93C2aP007","NR.NG.C2a.Cass.CET.0006_H05...NR17F93C2aP007","NR.NG.C2a.Cass.CET.0006_H05...NR17F93C2aP007"
"NR17F93C2aP008","NR.NG.C2a.Cass.CET.0006_H02...NR17F93C2aP008","NR.NG.C2a.Cass.CET.0006_H02...NR17F93C2aP008"
"NR17F93C2aP009","NR.NG.C2a.Cass.CET.0006_F11...NR17F93C2aP009","NR.NG.C2a.Cass.CET.0006_F11...NR17F93C2aP009"
"NR17F93C2aP010","NR.NG.C2a.Cass.CET.0003_A11...NR17F93C2aP010","NR.NG.C2a.Cass.CET.0003_A11...NR17F93C2aP010"
"NR17F93C2aP011","NR.NG.C2a.Cass.CET.0003_C11...NR17F93C2aP011","NR.NG.C2a.Cass.CET.0003_C11...NR17F93C2aP011"
"NR17F93C2aP012",NA,"NR17F93C2aP012"
"NR17F93C2aP013",NA,"NR17F93C2aP013"
"NR17F93C2aP014","NR.NG.C2a.Cass.CET.0002_A10...NR17F93C2aP014","NR.NG.C2a.Cass.CET.0002_A10...NR17F93C2aP014"
"NR17F93C2aP015","NR.NG.C2a.Cass.CET.0003_A12...NR17F93C2aP015","NR.NG.C2a.Cass.CET.0003_A12...NR17F93C2aP015"
"NR17F93C2aP016","NR.NG.C2a.Cass.CET.0002_B10...NR17F93C2aP016","NR.NG.C2a.Cass.CET.0002_B10...NR17F93C2aP016"
"NR17F93C2aP017","NR.NG.C2a.Cass.CET.0003_F03...NR17F93C2aP017","NR.NG.C2a.Cass.CET.0003_F03...NR17F93C2aP017"
